sentence,label
? most is confucius ship turn how what,5
was separated woodpecker woody most nephew girl niece what,3
? the switzerland what,0
? you hat time what,1
? the has highschool what,0
? the is keyboard son quadruplets conceiving what,4
? known the constellation japanese is bearer water what,5
caul the has closest son ? first what,5
was garfield brian kindergarden 47 contributions what,3
clothes who sea technical made is broadway what,4
was garfield gettysburg survivor 0 has pilgrim son is firestorm dresden what,3
koresh the 2112 most rush lobster rush what,0
? the is reptiles son calculator lobster what,1
? firewall beaches hazmat named what,2
? most has spouting 1993 lobster what,1
? seasons 1975 atari december heart is country raid bombing took northeast what,3
? the has brethren drug anti-aids what,1
? the meant is un pyramid named chronicles pneumonia meant what,3
? rossner musical is rules mythology what,1
1922 the is program without most-used what,1
? oompas pact nuremberg who airforce turn believed has marxism clothes either rabbit indonesia thing turn priest what,3
language someone workers out is barrier son buy income shall what,5
? the potter shouts 1978 potter shouts what,0
was price is sir 1978 is rules meant bourbon-parma sir meant what,3
earth you do impossible has camden what,0
? most-used you workers guadalcanal turn elysium has bmw attack what,1
? apartheid bergen-jacqueline candice remake rules who has bisset son acquaintance most london 1943 what,1
? quiz left hiemal thing 18 heat 0 apartheid what,1
earth claws basophobic benedict fly dicken 1978 hours stern tracking what,4
? the is whom median is limits girl is jewish what,0
was separated is gathering 1898 girl nomadic monopolies son is forties sand 1978 brothers-in-law what,3
? most is submerged buffalo named is geographic continent son has fringe what,1
was who is country second tee turn suzy has siskel what,3
was who nearest what,3
koresh separated an hamburger shark footballs thing boxing lines what,0
? separated is eleven 1978 monkey standard postage what,1
earth claws black-and-white firewall borg bjorn build clothes streak hermann perfectly-developed what,4
? the is gametophytic son pro n what,0
? the is champion son is spaces that beatles auto-commentary beatles what,0
? most there timor governmental lobster what,1
thing 1922 shady the is terabyte beatles carol what,4
? surnames 1885 who if thing 18 january 0 inventions girl records thing turn astronaut tracy 1965 1779 what,3
was the is editor son is name starred lobster is fcc dripper seventeen 0 chickenpoxs 0 word the viagra turn gene-mapping coordinate institute tirana what,3
1922 microprocessors the pocahontas endometriosis bill 1978 anne what,1
? most there drunk easiest turn alexandre is polyorchid fish son number 1978 has depression what,1
earth claws scrabble distance has steel body is civil son has typing what,4
? station son iron label syrian-held most flags what,1
? becket bounty is ' thing is employee son eat 1978 terrorism what,1
koresh you shelleen colombia what,0
? stanford 1.76 the waterways sign reign what,5
? the is gametophytic son meant garry the 1978 is tabs son is emblem meant what,0
international is tracy saved youngsters bering is moby animated agent children,3
? seasons seen president think come-on meant born do haven vice-president hours periodic 0 do haven vice-president tumbled bernstein meant what,3
? the is 's drinks easiest turn actor has physics what,1
? virginia portal is flows called turn time what,5
? creature four-legged collection has say massachusetts judith cornell much impossible good most flows charley 1978 manned what,1
? nj is sun elizabethian bond office is traditions warren what,1
earth you do canker another action went thing is prussia what,0
? the is living yahoo thing is prussia what,5
? who is part cracker during rules 1978 gemstone vote what,1
earth claws read horses thing police what,4
? the is ocean danube depression 1978 surname what,5
was who is country second 1978 manned what,3
? the is international son is law word raise wine what,3
was donald chemicals most feat most...subversive what,3
? innings st. walter new set leo what,5
earth claws board son has hike fly believed fingers 1978 is seasons joint office became vietnam airman what,4
? who inauguration teenager most drink activated baseball what,1
? who is international son cockatoo most baretta what,1
? supporting the davies canada flows constellation named cpr what,1
? fish son won remain soldiers from unaccounted is war vietnam what,4
? separated is senses 's 't mining eduard what,3
earth claws statue feeding events an ruin what,4
? the is bottle slim chemical named billingsgate what,1
? mediterranean there 25th son is adjournment session anniversary son is visitors exercise december babar what,0
earth someone workers out has alphabetical son 0 machine girl slim barrymore 0 resource named fcc addresses commanders 1978 university what,0
? the pops symbolizes what,1
koresh who chairs shia barred son hermann madsen girl stripped unaccounted pro 1978 terrorism what,0
earth firewall distinguishing fade what,0
? first firewall cotrubas ileana about unaccounted what,5
clothes nj number country be turn believed field thing how what,4
? once paso has epic turn ossining canada witch mummified pops hermann cruiser fawaz what,3
? st. who once beers starving silver 1978 what,5
1978 ? tenants plant collection deodorant events cabinets growing adjoining what,1
? st. the children radio kdge average 1978 what,5
was dog beatles is pandoro son fears beatles what,3
was group co-starred shortstop sinning 1978 scholar warren girl is elements nuremberg what,3
? prix tournaments hole cortez 1940 popular olympics median wasn girl jeep what,1
earth claws businesses damage separated 1978 there located huston what,4
was temple is saxophone vatican what,3
1922 dirty bowler has should 37803 has facing hit split is on-the 3-pin show slim is color what,1
? development screensaver hypertext depression st. what,1
